FileName,SubjectID,Class,Task,Split
0_0821083017_h_00,82,Sober,address,train
0_5504033033_h_00,550,Sober,address,train
0_5814069037_h_00,581,Sober,address,train
3_0951096008_h_00,95,Intoxicated,address,train
0_5684067024_h_00,568,Sober,address,train
0_5554046017_h_00,555,Sober,address,train
4_0901091019_h_00,90,Intoxicated,address,train
0_5624065019_h_00,562,Sober,address,train
0_0222018017_h_00,22,Sober,address,train
0_0912075060_h_00,91,Sober,address,train
1_5363037004_h_00,536,Intoxicated,address,train
0_0822063013_h_00,82,Sober,address,train
0_5954081008_h_00,595,Sober,address,train
0_5054028033_h_00,505,Sober,address,train
0_0432062028_h_00,43,Sober,address,train
1_5503051004_h_00,550,Intoxicated,address,train
0_0862083017_h_01,86,Sober,address,train
1_5503051019_h_00,550,Intoxicated,address,train
0_5784051028_h_00,578,Sober,address,train
2_5153016013_h_00,515,Intoxicated,address,train
4_0861087013_h_00,86,Intoxicated,address,train
2_5723073004_h_00,572,Intoxicated,address,train
0_5894077024_h_00,589,Sober,address,train
0_0392042017_h_00,39,Sober,address,train
3_0431044004_h_00,43,Intoxicated,address,train
0_0462037060_h_00,46,Sober,address,train
3_5493050019_h_00,549,Intoxicated,address,train
0_5624065013_h_00,562,Sober,address,train
1_5213022013_h_00,521,Intoxicated,address,train
0_0952080013_h_00,95,Sober,address,train
1_5953096019_h_00,595,Intoxicated,address,train
0_5424030039_h_00,542,Sober,address,train
0_5944079013_h_00,594,Sober,address,train
0_5114012039_h_00,511,Sober,address,train
0_5074005013_h_00,507,Sober,address,train
3_5493050004_h_00,549,Intoxicated,address,train
0_0152033039_h_00,15,Sober,address,train
0_5424030017_h_00,542,Sober,address,train
0_5074005019_h_01,507,Sober,address,train
1_5213022030_h_00,521,Intoxicated,address,train
1_5483044008_h_00,548,Intoxicated,address,train
0_5844070008_h_00,584,Sober,address,train
0_0111011013_h_00,11,Sober,address,train
1_5453047017_h_00,545,Intoxicated,address,train
2_0151015008_h_00,15,Intoxicated,address,train
0_0382027004_h_00,38,Sober,address,train
0_5234023017_h_00,523,Sober,address,train
4_0901091013_h_00,90,Intoxicated,address,train
0_5764052033_h_00,576,Sober,address,train
2_5333034030_h_00,533,Intoxicated,address,train
2_0151015030_h_00,15,Intoxicated,address,train
0_0692070019_h_00,69,Sober,address,train
0_0122031024_h_00,12,Sober,address,train
0_0632065033_h_00,63,Sober,address,train
0_5504033024_h_00,550,Sober,address,train
0_5484034037_h_00,548,Sober,address,train
0_0252013028_h_00,25,Sober,address,train
0_0432062013_h_00,43,Sober,address,train
0_5334021028_h_00,533,Sober,address,train
0_0692070039_h_00,69,Sober,address,train
2_5303031030_h_00,530,Intoxicated,address,train
0_5944079028_h_00,594,Sober,address,train
0_5264027008_h_00,526,Sober,address,train
0_0242012033_h_00,24,Sober,address,train
1_5953096030_h_00,595,Intoxicated,address,train
4_0901091030_h_01,90,Intoxicated,address,train
2_5603061030_h_00,560,Intoxicated,address,train
0_0112005013_h_00,11,Sober,address,train
0_5454050019_h_00,545,Sober,address,train
0_0362024017_h_00,36,Sober,address,train
2_5263027030_h_00,526,Intoxicated,address,train
2_5553056030_h_01,555,Intoxicated,address,train
2_5153016004_h_00,515,Intoxicated,address,train
3_0431044030_h_00,43,Intoxicated,address,train
0_5224014039_h_00,522,Sober,address,train
0_0472044037_h_00,47,Sober,address,train
0_5654049017_h_00,565,Sober,address,train
3_5423043030_h_00,542,Intoxicated,address,train
0_5574063017_h_00,557,Sober,address,train
0_5574063008_h_00,557,Sober,address,train
0_0952080017_h_00,95,Sober,address,train
0_5064006019_h_00,506,Sober,address,train
0_5224014024_h_00,522,Sober,address,train
0_0692070017_h_00,69,Sober,address,train
0_0382027019_h_00,38,Sober,address,train
0_5184024004_h_00,518,Sober,address,train
3_5653066030_h_00,565,Intoxicated,address,train
0_0892072008_h_00,89,Sober,address,train
0_0362024024_h_00,36,Sober,address,train
0_5364044060_h_00,536,Sober,address,train
0_0862083037_h_00,86,Sober,address,train
2_5073008008_h_00,507,Intoxicated,address,train
0_5614043037_h_00,561,Sober,address,train
1_5113012008_h_00,511,Intoxicated,address,train
1_5623063017_h_00,562,Intoxicated,address,train
0_0782059013_h_00,78,Sober,address,train
0_0502040019_h_00,50,Sober,address,train
0_0112005024_h_00,11,Sober,address,train
0_5074005024_h_01,507,Sober,address,train
0_0112005028_h_00,11,Sober,address,train
2_0151015019_h_00,15,Intoxicated,address,train
0_0692070013_h_00,69,Sober,address,train
0_5494040013_h_00,549,Sober,address,train
0_5614043019_h_00,561,Sober,address,train
0_0822063033_h_00,82,Sober,address,train
0_0432062037_h_00,43,Sober,address,train
1_5613062019_h_00,561,Intoxicated,address,train
0_0462037028_h_00,46,Sober,address,train
2_0151015013_h_00,15,Intoxicated,address,train
2_5893090019_h_00,589,Intoxicated,address,train
0_0892072039_h_00,89,Sober,address,train
0_5894077028_h_00,589,Sober,address,train
0_5424030013_h_00,542,Sober,address,train
0_0602049008_h_00,60,Sober,address,train
0_5264027019_h_00,526,Sober,address,train
0_5624065004_h_00,562,Sober,address,train
0_5424030008_h_00,542,Sober,address,train
2_1031104017_h_00,103,Intoxicated,address,train
4_0601061004_h_00,60,Intoxicated,address,train
1_5223023030_h_00,522,Intoxicated,address,train
2_0251026030_h_00,25,Intoxicated,address,train
0_0542046060_h_00,54,Sober,address,train
2_5153016019_h_00,515,Intoxicated,address,train
0_0992084037_h_00,99,Sober,address,train
0_0602049028_h_00,60,Sober,address,train
0_5944079017_h_00,594,Sober,address,train
0_0402034037_h_00,40,Sober,address,train
0_5334021019_h_00,533,Sober,address,train
0_0702064033_h_00,70,Sober,address,train
0_0392042013_h_00,39,Sober,address,train
0_5494040037_h_00,549,Sober,address,train
0_5813082013_h_00,581,Sober,address,train
0_5554046004_h_00,555,Sober,address,train
2_5073008019_h_00,507,Intoxicated,address,train
0_5174013004_h_00,517,Sober,address,train
3_0541055017_h_00,54,Intoxicated,address,train
0_5174013037_h_00,517,Sober,address,train
0_0392042060_h_01,39,Sober,address,train
2_5333034013_h_00,533,Intoxicated,address,train
0_5684067039_h_00,568,Sober,address,train
0_0502040039_h_00,50,Sober,address,train
4_0601061019_h_00,60,Intoxicated,address,train
1_5613062008_h_00,561,Intoxicated,address,train
2_5333034008_h_00,533,Intoxicated,address,train
1_5363037019_h_00,536,Intoxicated,address,train
2_1031104008_h_00,103,Intoxicated,address,train
0_5554046060_h_01,555,Sober,address,train
3_0701071017_h_00,70,Intoxicated,address,train
3_0431044008_h_00,43,Intoxicated,address,train
2_1031104019_h_00,103,Intoxicated,address,train
2_0251026008_h_00,25,Intoxicated,address,train
0_5174013024_h_00,517,Sober,address,train
0_5064006028_h_00,506,Sober,address,train
0_5214015013_h_00,521,Sober,address,train
0_5114012017_h_00,511,Sober,address,train
2_0251026019_h_00,25,Intoxicated,address,train
0_5304022017_h_00,530,Sober,address,train
0_0462037039_h_00,46,Sober,address,train
0_0252013008_h_00,25,Sober,address,train
0_5454050004_h_00,545,Sober,address,train
0_0382027060_h_00,38,Sober,address,train
0_5624065017_h_00,562,Sober,address,train
0_0472044024_h_00,47,Sober,address,train
1_5453047019_h_00,545,Intoxicated,address,train
2_0381039030_h_00,38,Intoxicated,address,train
1_5503051013_h_00,550,Intoxicated,address,train
0_5554046039_h_00,555,Sober,address,train
0_5764052039_h_00,576,Sober,address,train
0_5684067017_h_00,568,Sober,address,train
0_0502040004_h_00,50,Sober,address,train
3_5423043013_h_00,542,Intoxicated,address,train
0_0302025037_h_00,30,Sober,address,train
0_5684067013_h_00,568,Sober,address,train
0_0822063019_h_00,82,Sober,address,train
0_0112005019_h_00,11,Sober,address,train
0_5683069008_h_00,568,Sober,address,train
0_5064006037_h_00,506,Sober,address,train
2_5263027004_h_00,526,Intoxicated,address,train
3_5423043008_h_00,542,Intoxicated,address,train
4_5843085013_h_00,584,Intoxicated,address,train
1_5363037017_h_00,536,Intoxicated,address,train
0_5214015004_h_00,521,Sober,address,train
0_0252013004_h_00,25,Sober,address,train
0_5174013017_h_00,517,Sober,address,train
0_0222018019_h_00,22,Sober,address,train
0_0892072033_h_00,89,Sober,address,train
0_0362024004_h_00,36,Sober,address,train
3_5653066017_h_00,565,Intoxicated,address,train
3_0701071008_h_00,70,Intoxicated,address,train
0_5784051017_h_00,578,Sober,address,train
0_0242012019_h_00,24,Sober,address,train
0_0992084060_h_00,99,Sober,address,train
0_0542046004_h_00,54,Sober,address,train
0_5234023004_h_00,523,Sober,address,train
4_0891090008_h_00,89,Intoxicated,address,train
0_0912075024_h_00,91,Sober,address,train
0_5114012033_h_00,511,Sober,address,train
0_5334021033_h_00,533,Sober,address,train
0_0302025033_h_00,30,Sober,address,train
2_5303031013_h_00,530,Intoxicated,address,train
0_0602049004_h_00,60,Sober,address,train
3_0461047017_h_00,46,Intoxicated,address,train
0_0992084039_h_00,99,Sober,address,train
2_0391040030_h_00,39,Intoxicated,address,train
4_0471048013_h_00,47,Intoxicated,address,train
0_0912075004_h_00,91,Sober,address,train
2_0781079013_h_00,78,Intoxicated,address,train
1_5113012030_h_00,511,Intoxicated,address,train
0_0502040024_h_00,50,Sober,address,train
2_5173018017_h_00,517,Intoxicated,address,train
0_0432062060_h_00,43,Sober,address,train
0_5814069017_h_00,581,Sober,address,train
0_0952080060_h_00,95,Sober,address,train
0_5784051013_h_00,578,Sober,address,train
0_0912075008_h_00,91,Sober,address,train
0_0362024060_h_00,36,Sober,address,train
0_5844070004_h_00,584,Sober,address,train
0_5574063060_h_00,557,Sober,address,train
0_0602049060_h_00,60,Sober,address,train
1_5223023008_h_00,522,Intoxicated,address,train
2_5173018008_h_00,517,Intoxicated,address,train
4_0471048019_h_00,47,Intoxicated,address,train
0_0991100004_h_00,99,Sober,address,train
1_5943095004_h_00,594,Intoxicated,address,train
0_5364044024_h_00,536,Sober,address,train
0_5074005039_h_01,507,Sober,address,train
2_0391040019_h_00,39,Intoxicated,address,train
0_0602049039_h_00,60,Sober,address,train
0_5624065028_h_00,562,Sober,address,train
0_5554046037_h_00,555,Sober,address,train
3_0431044017_h_00,43,Intoxicated,address,train
0_5813082019_h_00,581,Sober,address,train
2_1031104004_h_00,103,Intoxicated,address,train
0_0912075028_h_00,91,Sober,address,train
0_5724061039_h_00,572,Sober,address,train
0_5154007037_h_00,515,Sober,address,train
0_5234023008_h_00,523,Sober,address,train
0_5214015037_h_00,521,Sober,address,train
0_0432062008_h_00,43,Sober,address,train
0_5264027024_h_00,526,Sober,address,train
1_5953096004_h_00,595,Intoxicated,address,train
0_0912075013_h_00,91,Sober,address,train
0_5683069030_h_00,568,Sober,address,train
3_0951096017_h_00,95,Intoxicated,address,train
0_5214015028_h_00,521,Sober,address,train
0_5904072017_h_00,590,Sober,address,train
0_0222018024_h_00,22,Sober,address,train
3_0461047008_h_00,46,Intoxicated,address,train
0_0912075039_h_00,91,Sober,address,train
1_0501051008_h_00,50,Intoxicated,address,train
2_0381039017_h_00,38,Intoxicated,address,train
0_1032087013_h_00,103,Sober,address,train
0_5624065037_h_00,562,Sober,address,train
1_0361037019_h_00,36,Intoxicated,address,train
0_0402034033_h_00,40,Sober,address,train
0_5264027039_h_00,526,Sober,address,train
0_5554046024_h_00,555,Sober,address,train
2_5233024004_h_00,523,Intoxicated,address,train
1_5223023017_h_00,522,Intoxicated,address,train
0_5654049033_h_00,565,Sober,address,train
0_5364044017_h_00,536,Sober,address,train
1_0221023017_h_00,22,Intoxicated,address,train
0_0902074019_h_00,90,Sober,address,train
0_0302025004_h_00,30,Sober,address,train
0_0952080008_h_00,95,Sober,address,train
3_0701071019_h_00,70,Intoxicated,address,train
2_0401041030_h_00,40,Intoxicated,address,train
0_5064006004_h_00,506,Sober,address,train
0_5264027028_h_00,526,Sober,address,train
0_5813082004_h_00,581,Sober,address,train
0_0912075037_h_00,91,Sober,address,train
0_5264027017_h_00,526,Sober,address,train
3_0951096019_h_00,95,Intoxicated,address,train
1_5363037013_h_00,536,Intoxicated,address,train
0_0152033013_h_00,15,Sober,address,train
3_5473049004_h_00,547,Intoxicated,address,train
0_0992084033_h_00,99,Sober,address,train
0_5764052060_h_00,576,Sober,address,train
0_0362024028_h_00,36,Sober,address,train
0_0392042024_h_00,39,Sober,address,train
1_5943095017_h_00,594,Intoxicated,address,train
0_0241025030_h_00,24,Sober,address,train
0_5334021013_h_00,533,Sober,address,train
0_0862083060_h_00,86,Sober,address,train
2_5903091008_h_00,590,Intoxicated,address,train
0_0472044060_h_01,47,Sober,address,train
1_0691070008_h_00,69,Intoxicated,address,train
0_0122031060_h_01,12,Sober,address,train
0_5654049039_h_00,565,Sober,address,train
3_0301031030_h_00,30,Intoxicated,address,train
0_5154007013_h_00,515,Sober,address,train
0_0702064017_h_00,70,Sober,address,train
0_0302025039_h_00,30,Sober,address,train
3_5053006008_h_00,505,Intoxicated,address,train
0_0402034013_h_00,40,Sober,address,train
0_5424030019_h_00,542,Sober,address,train
0_0222018013_h_00,22,Sober,address,train
2_5303031004_h_00,530,Intoxicated,address,train
2_5603061017_h_00,560,Intoxicated,address,train
0_5364044033_h_00,536,Sober,address,train
1_5573058019_h_00,557,Intoxicated,address,train
3_0461047030_h_01,46,Intoxicated,address,train
0_0902074028_h_00,90,Sober,address,train
0_5683069017_h_00,568,Sober,address,train
0_5504033039_h_00,550,Sober,address,train
0_5784051008_h_00,578,Sober,address,train
0_0242012004_h_00,24,Sober,address,train
2_5723073019_h_00,572,Intoxicated,address,train
0_5494040028_h_00,549,Sober,address,train
0_5054028039_h_00,505,Sober,address,train
2_0381039013_h_00,38,Intoxicated,address,train
1_5623063013_h_00,562,Intoxicated,address,train
0_5954081060_h_00,595,Sober,address,train
0_5224014013_h_00,522,Sober,address,train
0_5054028060_h_00,505,Sober,address,train
0_0402034019_h_00,40,Sober,address,train
0_0782059039_h_00,78,Sober,address,train
2_0381039019_h_00,38,Intoxicated,address,train
0_0111011019_h_00,11,Sober,address,train
0_0222018028_h_00,22,Sober,address,train
0_0892072037_h_00,89,Sober,address,train
0_0862083004_h_00,86,Sober,address,train
0_5304022019_h_00,530,Sober,address,train
0_0892072024_h_00,89,Sober,address,train
0_5063007019_h_00,506,Sober,address,train
4_0861087030_h_01,86,Intoxicated,address,train
0_5174013060_h_00,517,Sober,address,train
0_0782059060_h_00,78,Sober,address,train
0_0242012008_h_00,24,Sober,address,train
4_0901091017_h_00,90,Intoxicated,address,train
0_0991100030_h_01,99,Sober,address,train
4_0911092004_h_00,91,Intoxicated,address,train
0_5683069019_h_00,568,Sober,address,train
0_5604058037_h_00,560,Sober,address,train
0_5554046028_h_00,555,Sober,address,train
0_5114012013_h_00,511,Sober,address,train
0_5484034008_h_00,548,Sober,address,train
2_5603061019_h_01,560,Intoxicated,address,train
1_0121012019_h_00,12,Intoxicated,address,train
0_5114012024_h_00,511,Sober,address,train
0_5654049024_h_00,565,Sober,address,train
0_5454050028_h_00,545,Sober,address,train
4_0601061013_h_00,60,Intoxicated,address,train
0_5234023060_h_00,523,Sober,address,train
1_5213022017_h_00,521,Intoxicated,address,train
4_0891090017_h_00,89,Intoxicated,address,train
0_5424030024_h_00,542,Sober,address,train
3_0541055019_h_00,54,Intoxicated,address,train
0_0111011004_h_00,11,Sober,address,train
0_5764052004_h_00,576,Sober,address,train
2_0401041017_h_00,40,Intoxicated,address,train
0_0402034008_h_00,40,Sober,address,train
4_0911092017_h_00,91,Intoxicated,address,train
0_5624065039_h_00,562,Sober,address,train
4_0471048030_h_00,47,Intoxicated,address,train
0_5614043008_h_00,561,Sober,address,train
1_0691070030_h_00,69,Intoxicated,address,train
2_0401041019_h_00,40,Intoxicated,address,train
0_5764052037_h_00,576,Sober,address,train
0_5454050033_h_00,545,Sober,address,train
0_5654049028_h_00,565,Sober,address,train
0_5684067004_h_00,568,Sober,address,train
0_5784051037_h_00,578,Sober,address,train
0_5944079037_h_00,594,Sober,address,train
2_5553056019_h_00,555,Intoxicated,address,train
0_5604058033_h_00,560,Sober,address,train
0_0472044013_h_00,47,Sober,address,train
0_5454050037_h_00,545,Sober,address,train
0_5114012004_h_00,511,Sober,address,train
0_5784051060_h_00,578,Sober,address,train
4_0601061030_h_01,60,Intoxicated,address,train
0_0382027028_h_00,38,Sober,address,train
3_0951096030_h_00,95,Intoxicated,address,train
2_5603061013_h_00,560,Intoxicated,address,train
0_5844070017_h_00,584,Sober,address,train
0_5604058017_h_00,560,Sober,address,train
0_5624065060_h_00,562,Sober,address,train
1_5573058017_h_00,557,Intoxicated,address,train
1_5623063004_h_00,562,Intoxicated,address,train
1_5183019004_h_00,518,Intoxicated,address,train
0_0382027008_h_00,38,Sober,address,train
0_5474039028_h_00,547,Sober,address,train
4_0861087019_h_00,86,Intoxicated,address,train
0_5614043017_h_00,561,Sober,address,train
1_0501051017_h_00,50,Intoxicated,address,train
0_5234023033_h_00,523,Sober,address,train
0_0472044039_h_00,47,Sober,address,train
0_5954081004_h_00,595,Sober,address,train
0_1032087060_h_00,103,Sober,address,train
0_0402034024_h_00,40,Sober,address,train
0_0502040033_h_00,50,Sober,address,train
0_0902074004_h_00,90,Sober,address,train
0_0462037017_h_00,46,Sober,address,train
0_5614043028_h_00,561,Sober,address,train
1_5213022004_h_00,521,Intoxicated,address,train
0_5724061024_h_00,572,Sober,address,train
0_5474039004_h_00,547,Sober,address,train
3_0301031008_h_01,30,Intoxicated,address,train
0_0632065060_h_00,63,Sober,address,train
0_5154007060_h_00,515,Sober,address,train
0_0902074024_h_00,90,Sober,address,train
1_5613062030_h_00,561,Intoxicated,address,train
0_5813082030_h_00,581,Sober,address,train
1_5613062017_h_00,561,Intoxicated,address,train
0_0222018039_h_00,22,Sober,address,train
0_0692070037_h_00,69,Sober,address,train
0_5184024037_h_00,518,Sober,address,train
3_5053006030_h_00,505,Intoxicated,address,train
4_0911092030_h_00,91,Intoxicated,address,train
0_5724061028_h_00,572,Sober,address,train
0_5604058004_h_00,560,Sober,address,train
0_0602049013_h_00,60,Sober,address,train
0_0782059028_h_00,78,Sober,address,train
3_5053006017_h_00,505,Intoxicated,address,train
2_0391040013_h_00,39,Intoxicated,address,train
0_5304022039_h_00,530,Sober,address,train
1_5953096013_h_00,595,Intoxicated,address,train
0_0392042037_h_00,39,Sober,address,train
0_5454050039_h_00,545,Sober,address,train
2_0151015017_h_00,15,Intoxicated,address,train
1_5113012017_h_00,511,Intoxicated,address,train
0_5894077037_h_00,589,Sober,address,train
0_5484034024_h_00,548,Sober,address,train
0_5074005028_h_00,507,Sober,address,train
0_0112005033_h_00,11,Sober,address,train
0_5614043033_h_00,561,Sober,address,train
0_0152033028_h_00,15,Sober,address,train
0_5684067008_h_00,568,Sober,address,train
0_5334021060_h_00,533,Sober,address,train
0_5683069004_h_00,568,Sober,address,train
3_0701071004_h_00,70,Intoxicated,address,train
4_5763077013_h_00,576,Intoxicated,address,train
0_0912075017_h_00,91,Sober,address,train
0_5614043004_h_00,561,Sober,address,train
3_0301031004_h_00,30,Intoxicated,address,train
3_5473049017_h_00,547,Intoxicated,address,train
0_0112005017_h_00,11,Sober,address,train
4_5763077019_h_00,576,Intoxicated,address,train
0_0222018033_h_00,22,Sober,address,train
0_5454050008_h_00,545,Sober,address,train
0_5484034060_h_00,548,Sober,address,train
1_0501051030_h_00,50,Intoxicated,address,train
0_0542046033_h_00,54,Sober,address,train
0_5054028013_h_00,505,Sober,address,train
0_5574063039_h_00,557,Sober,address,train
0_0241025004_h_00,24,Sober,address,train
1_5503051017_h_00,550,Intoxicated,address,train
0_5184024028_h_00,518,Sober,address,train
0_0602049017_h_00,60,Sober,address,train
0_5234023019_h_00,523,Sober,address,train
0_5424030033_h_00,542,Sober,address,train
0_5054028004_h_00,505,Sober,address,train
4_0471048004_h_00,47,Intoxicated,address,train
0_5484034004_h_00,548,Sober,address,train
0_0502040017_h_00,50,Sober,address,train
0_0242012060_h_01,24,Sober,address,train
0_5424030028_h_00,542,Sober,address,train
2_0781079017_h_00,78,Intoxicated,address,train
1_0691070013_h_00,69,Intoxicated,address,train
3_5653066013_h_00,565,Intoxicated,address,train
0_0122031028_h_00,12,Sober,address,train
0_5364044008_h_00,536,Sober,address,train
0_5944079019_h_00,594,Sober,address,train
0_0222018004_h_00,22,Sober,address,train
0_5604058039_h_00,560,Sober,address,train
0_5174013013_h_00,517,Sober,address,train
2_0781079008_h_00,78,Intoxicated,address,train
0_1032087037_h_00,103,Sober,address,train
3_5093010017_h_00,509,Intoxicated,address,train
0_5544062039_h_00,554,Sober,address,train
0_0322030017_h_00,32,Sober,address,train
0_0922081008_h_00,92,Sober,address,train
0_0922081028_h_00,92,Sober,address,train
0_5544062013_h_00,554,Sober,address,train
0_5834068008_h_00,583,Sober,address,train
0_0322030060_h_00,32,Sober,address,train
0_5584035033_h_00,558,Sober,address,train
3_0731074019_h_01,73,Intoxicated,address,train
1_0971098017_h_00,97,Intoxicated,address,train
0_0732069037_h_00,73,Sober,address,train
0_5514032033_h_00,551,Sober,address,train
0_0972082033_h_00,97,Sober,address,train
0_0652050004_h_00,65,Sober,address,train
3_0831084030_h_00,83,Intoxicated,address,train
0_5864066039_h_00,586,Sober,address,train
0_5584035019_h_00,558,Sober,address,train
3_5093010030_h_00,509,Intoxicated,address,train
0_5834068024_h_00,583,Sober,address,train
1_5543055004_h_00,554,Intoxicated,address,train
0_0732069019_h_00,73,Sober,address,train
0_5694055013_h_00,569,Sober,address,train
1_0351036004_h_00,35,Intoxicated,address,train
1_0971098013_h_00,97,Intoxicated,address,train
0_5294020024_h_00,529,Sober,address,train
0_5294020008_h_00,529,Sober,address,train
0_5094029060_h_00,509,Sober,address,train
2_5583059030_h_00,558,Intoxicated,address,train
2_0321033013_h_00,32,Intoxicated,address,train
0_0322030024_h_00,32,Sober,address,train
0_5514032004_h_00,551,Sober,address,train
0_5294020033_h_00,529,Sober,address,train
0_0652050028_h_00,65,Sober,address,train
0_5514032017_h_00,551,Sober,address,train
0_5294020060_h_00,529,Sober,address,train
0_0322030013_h_00,32,Sober,address,train
0_5584035013_h_00,558,Sober,address,train
0_5864066017_h_00,586,Sober,address,train
0_0802061013_h_00,80,Sober,address,train
1_0651066030_h_00,65,Intoxicated,address,train
1_0921093004_h_00,92,Intoxicated,address,train
0_5094029033_h_00,509,Sober,address,train
0_5584035039_h_00,558,Sober,address,train
1_0971098008_h_00,97,Intoxicated,address,train
0_0802061039_h_00,80,Sober,address,train
0_0312028024_h_00,31,Sober,address,train
3_5293030017_h_00,529,Intoxicated,address,train
0_5094029004_h_00,509,Sober,address,train
0_0832076033_h_00,83,Sober,address,train
1_0921093019_h_00,92,Intoxicated,address,train
1_0971098004_h_00,97,Intoxicated,address,train
0_5693070004_h_00,569,Sober,address,train
0_5834068028_h_00,583,Sober,address,train
0_5694055008_h_00,569,Sober,address,train
0_5094029017_h_00,509,Sober,address,train
0_0972082037_h_00,97,Sober,address,train
0_5094029024_h_00,509,Sober,address,train
0_5544062017_h_00,554,Sober,address,train
0_0922081024_h_00,92,Sober,address,train
0_0732069017_h_00,73,Sober,address,train
0_0732069039_h_00,73,Sober,address,train
2_5833084017_h_00,583,Intoxicated,address,train
2_0321033004_h_00,32,Intoxicated,address,train
2_5513052030_h_00,551,Intoxicated,address,train
0_0922081060_h_00,92,Sober,address,train
0_0802061024_h_00,80,Sober,address,train
0_0802061017_h_00,80,Sober,address,train
0_0352036008_h_00,35,Sober,address,train
4_0801081004_h_00,80,Intoxicated,address,train
0_0652050060_h_00,65,Sober,address,train
0_0652050013_h_00,65,Sober,address,train
2_0321033019_h_00,32,Intoxicated,address,train
0_5514032019_h_00,551,Sober,address,train
0_0832076013_h_00,83,Sober,address,train
0_0312028004_h_00,31,Sober,address,train
3_0731074013_h_00,73,Intoxicated,address,train
3_0831084013_h_00,83,Intoxicated,address,train
4_0801081013_h_00,80,Intoxicated,address,train
1_0651066004_h_00,65,Intoxicated,address,train
0_0312028060_h_00,31,Sober,address,train
0_0972082028_h_00,97,Sober,address,train
1_0921093013_h_00,92,Intoxicated,address,train
0_0312028028_h_00,31,Sober,address,train
0_5514032037_h_00,551,Sober,address,train
0_0652050019_h_00,65,Sober,address,train
0_0972082019_h_00,97,Sober,address,train
0_5834068037_h_00,583,Sober,address,train
0_5544062008_h_00,554,Sober,address,train
0_0732069033_h_00,73,Sober,address,train
2_5583059004_h_00,558,Intoxicated,address,train
0_0972082004_h_00,97,Sober,address,train
4_0801081008_h_00,80,Intoxicated,address,train
2_0311032019_h_00,31,Intoxicated,address,train
0_0312028039_h_00,31,Sober,address,train
0_5544062004_h_00,554,Sober,address,train
0_0802061033_h_00,80,Sober,address,train
0_0352036033_h_00,35,Sober,address,train
4_0801081019_h_00,80,Intoxicated,address,train
0_0352036028_h_00,35,Sober,address,train
1_0651066017_h_00,65,Intoxicated,address,train
0_0732069024_h_00,73,Sober,address,train
0_5584035017_h_00,558,Sober,address,train
0_5294020017_h_00,529,Sober,address,train
1_0921093017_h_00,92,Intoxicated,address,train
0_0312028008_h_00,31,Sober,address,train
0_5294020028_h_00,529,Sober,address,train
0_0732069008_h_00,73,Sober,address,train
1_0651066019_h_00,65,Intoxicated,address,train
0_0322030037_h_00,32,Sober,address,train
0_5514032013_h_00,551,Sober,address,train
0_0352036019_h_00,35,Sober,address,train
0_5864066037_h_00,586,Sober,address,train
0_5864066060_h_00,586,Sober,address,train
2_0311032017_h_00,31,Intoxicated,address,train
3_5093010004_h_00,509,Intoxicated,address,train
0_5514032028_h_00,551,Sober,address,train
0_0802061060_h_00,80,Sober,address,train
2_5833084030_h_00,583,Intoxicated,address,train
0_5694055060_h_00,569,Sober,address,train
0_0312028013_h_00,31,Sober,address,train
3_5293030030_h_00,529,Intoxicated,address,train
0_5544062024_h_00,554,Sober,address,train
0_0322030028_h_00,32,Sober,address,train
3_5863087019_h_00,586,Intoxicated,address,train
0_0352036060_h_01,35,Sober,address,train
0_0922081017_h_00,92,Sober,address,train
2_5583059019_h_00,558,Intoxicated,address,train
0_5294020039_h_00,529,Sober,address,train
0_0322030004_h_00,32,Sober,address,train
0_0352036037_h_00,35,Sober,address,train
0_0352036039_h_00,35,Sober,address,train
0_0732069013_h_00,73,Sober,address,train
4_0801081030_h_00,80,Intoxicated,address,train
0_0322030019_h_00,32,Sober,address,train
0_5864066033_h_00,586,Sober,address,train
0_5544062060_h_00,554,Sober,address,train
0_0972082024_h_00,97,Sober,address,train
0_0972082039_h_00,97,Sober,address,train
2_5513052008_h_00,551,Intoxicated,address,train
0_5694055028_h_00,569,Sober,address,train
1_5543055030_h_00,554,Intoxicated,address,train
0_5584035024_h_00,558,Sober,address,train
0_5834068060_h_00,583,Sober,address,train
2_5513052013_h_00,551,Intoxicated,address,train
2_0321033017_h_00,32,Intoxicated,address,train
0_5693070019_h_00,569,Sober,address,train
2_5833084019_h_00,583,Intoxicated,address,train
2_5583059008_h_00,558,Intoxicated,address,train
1_5543055019_h_00,554,Intoxicated,address,train
0_0322030008_h_00,32,Sober,address,train
1_0971098019_h_00,97,Intoxicated,address,train
1_0351036013_h_00,35,Intoxicated,address,train
0_5864066004_h_00,586,Sober,address,train
3_5293030008_h_00,529,Intoxicated,address,train
0_5864066013_h_00,586,Sober,address,train
0_0832076024_h_00,83,Sober,address,train
0_0802061008_h_00,80,Sober,address,train
2_0311032008_h_00,31,Intoxicated,address,train
0_5514032039_h_00,551,Sober,address,train
0_5094029039_h_00,509,Sober,address,train
0_0352036013_h_00,35,Sober,address,train
2_5513052004_h_00,551,Intoxicated,address,train
0_0972082013_h_00,97,Sober,address,train
0_5514032060_h_00,551,Sober,address,train
2_5583059017_h_00,558,Intoxicated,address,train
0_0352036017_h_00,35,Sober,address,train
0_0732069004_h_00,73,Sober,address,train
